Take the Heart of the Forest to Hamuul Runetotem at the Grove of Aessina in Mount Hyjal.	Aessina's Miracle	<The finger-like branches of one of Nordu's burning limbs part, revealing an untouched, glimmering seed.>This is the Heart of the Forest. The seed of life. Take this to your Arch Druid at Aessina's Grove - Hamuul Runetotem will know how to invoke its power. I promise you, the wilderness spirit will be silent no longer. New life will bloom from the ashes of old. Thank you, Human. My time is done. 
Draz'Zilb in Brackenwall Village would like you to bring him 7 Searing Tongues and 7 Searing Hearts.	Identifying the Brood	Whilst that craven fool, Mok'Morokk, wallows in power and Tharg wrestles the demons of sorrow and vengeance and vies for leadership of the clan, I seem to be the only one concerned with identifying the source of aggression on our old home. Why the puzzled stare, George? Expecting me to speak like an uncouth ruffian merely because I am an ogre? Now back to business, bring to me the hearts and tongues from the whelps and hatchlings. I shall trace the root of this evil... 
Slay 5 Felstalkers and obtain the Burning Blade Medallion.	Burning Blade Medallion	Through my divinations, I see that an item of power--a medallion--hides deep within the Burning Blade Coven, guarded by beasts and black magic. We must have it. For too long these demon-worshippers have defiled our homelands. Cleanse the coven of its demonic taint by slaying the fel beasts and their leader. Return with this medallion as proof of your deed. Go, George. You will find the coven in a cave to the north. 
Take Myzerian's Head to Sullah at Sullah's Sideshow.	Myzerian's Head	The head of one of Deathwing's most formidable black dragons is now in your possession. While many in Azeroth would pay dearly for such an artifact, something tells you that it belongs in a museum for all to see and remember. Harrison Jones is likely to have the proper connections. Sullah would certainly be happy to deliver it to him. 
Speak to Cenarion Emissary Blackhoof to secure transportation to Moonglade.	Warchief's Command: Mount Hyjal!	All able-bodied members of the Horde are hereby ordered to report to Emissary Windsong at Nighthaven in Moonglade. Our brothers in the Cenarion Circle report that Deathwing's minions have launched a destructive offensive against the world tree and threaten to burn it to the ground! Speak with Cenarion Emissary Blackhoof to gain entry into Moonglade. Blackhoof is located at the tauren district in the Valley of Wisdom in Orgrimmar. Onward, <brother/sister>! Destiny calls! 
Speak to Durak in Splintertree Mines.	Dread Head Redemption	I sense that Durak is more than he seems. Demonic power is dangerous and it is easy to fall to its corruption - even for a trained warlock. I do not trust him, George. Find this Durak and tell him that the Horde will have nothing to do with him. 
Assemble the Samophlange Manual.	Read the Manual	Back when I was in the Tinker's Union, Boss Copperplug was the best engineer we had. He defected to the Venture Company shortly before I left, and took his greatest techniques with him. He hoarded his secrets, doling out bits and pieces of knowledge to his trusted inner circle. If he built the samophlange, then he's probably got the manual. Last I heard, he was operating right here, out of Boulder Lode mine to the northeast. Get the manual from him, and collect the pages from his followers. 
Speak with Adarrah at Thistleshrub Valley in Tanaris.	Hero's Call: Uldum!	By order of his royal highness, King Anduin Wrynn, all able-bodied citizens of the Alliance are to report to Adarrah at Thistleshrub Valley in Tanaris. Be one of the first to enter glorious Uldum and claim its treasures in honor of the Alliance! You can reach Adarrah's caravan by traveling to the western reaches of Tanaris. For the glory and honor of the Alliance! 
	War at Sea	 
Speak to Elthyn Da'rai at the Illidari camp atop the plateau in Orgrimmar.	Keep Your Friends Close	The Legion is bold indeed to strike at the Horde's stronghold! You aided our defense, but now I have a more important task for you. It seems the demon hunters will play a crucial part in this war... but I still don't trust them. You will be my envoy to the Illidari. Learn what they know. Study their techniques. If they betray us, we'll use their own knowledge against them. Their camp lies atop the plateau in the city. Go. Nathanos and I will clean up this mess. 
Speak to Malfurion Stormrage at the Tranquil Grove in Mount Hyjal.	Protect the World Tree	<Ysera's eyes look distant, as if not fully acknowledging you.>I feel it as well, Mechanic. Ragnaros has arrived. We must defeat his minions before he can join them and lend them his strength. Seek Malfurion Stormrage at the Tranquil Grove, west of here, and aid his forces in any way you can. I must seek answers from within the Emerald Dream. You must protect the World Tree until I return. 
Krakle in Un'Goro Crater wants you to find the hottest area of Fire Plume Ridge. Whenever you find a hot spot, use the thermometer to check the temperature. Keep looking until you find the hottest one.	Finding the Source	I created a thermometer to take readings of the temperatures at the volcano, and I'd like to find the hottest lava flows. It gives the measurements in degrees Kraklenheit! Here, take it, and take readings of the temperatures at the ridge whenever you see a hot spot! Hot spots usually take the form of a glowing, rocky pillar jutting out of the ground. You'll find them around the base of Fire Plume Ridge... one trip around the perimeter will likely suffice. 
Locate any refugees from Auberdine that are still alive.	The Last Wave of Survivors	It's too late for Laird, he didn't make it in time. The last wave of night elves from Auberdine attempted to escape a couple of hours ago. They stayed in their old home, clinging to the hope that it could be salvaged, but it seems they were finally forced out. I fear many of them won't make it, like Laird did not. Quickly, go down the coast to the west and find any survivors that you can. We're sending Sentinels and Hippogryphs down, but every moment counts - we need to know which ones might make it. 
Use the mortars to defeat Tethyr.	Take Down Tethyr!	Sea monster or no, we're not going to risk the safety of our shipping. I've ordered our best marksmen to prepare for a confrontation with this Tethyr. The artillerymen have augmented the dock's defenses with three mortars. I'm going to order the lighthouse's lamp illuminated. If Tethyr does attack, it will be your job to operate the mortars and take down the beast before it can kill all of the marksmen. I wouldn't stand in one place too long, though. Using the mortars is likely to draw its attention. 
